Name,Park Code,Region,State,lat,lng,Park Website,See Observations in iNaturalist
Selma to Montgomery National Historic Trail,SEMO,SER,AL,32.27082092,-86.72823702,https://www.nps.gov/SEMO/index.htm,http://www.inaturalist.org/observations?place_id=97451&subview=grid
Sequoia National Park,SEQU,PWR,CA,36.50768379,-118.5752033,https://www.nps.gov/SEQU/index.htm,http://www.inaturalist.org/observations?place_id=95321&subview=grid
Shenandoah National Park,SHEN,NER,VA,38.28106541,-78.67619963,https://www.nps.gov/SHEN/index.htm,http://www.inaturalist.org/observations?place_id=9012&subview=grid
Shiloh National Battlefield,SHIL,SER,MS,35.13852204,-88.34213102,https://www.nps.gov/SHIL/index.htm,http://www.inaturalist.org/observations?place_id=95324&subview=grid
Sitka National Historical Park,SITK,AKR,AK,57.0471392,-135.3155316,https://www.nps.gov/SITK/index.htm,http://www.inaturalist.org/observations?place_id=95325&subview=grid
Sleeping Bear Dunes National Lakeshore,SLBE,MWR,MI,45.11160542,-86.01521888,https://www.nps.gov/SLBE/index.htm,http://www.inaturalist.org/observations?place_id=95326&subview=grid
Springfield Armory National Historic Site,SPAR,NER,MA,42.10830436,-72.5811256,https://www.nps.gov/SPAR/index.htm,http://www.inaturalist.org/observations?place_id=95322&subview=grid
Steamtown National Historic Site,STEA,NER,PA,41.40757514,-75.67037251,https://www.nps.gov/STEA/index.htm,http://www.inaturalist.org/observations?place_id=95323&subview=grid
Statue Of Liberty National Monument,STLI,NER,NY,40.69826908,-74.04173576,https://www.nps.gov/STLI/index.htm,http://www.inaturalist.org/observations?place_id=95327&subview=grid
Stones River National Battlefield,STRI,SER,TN,35.87318749,-86.43408004,https://www.nps.gov/STRI/index.htm,http://www.inaturalist.org/observations?place_id=95328&subview=grid
Sunset Crater Volcano National Monument,SUCR,IMR,AZ,35.37114203,-111.510376,https://www.nps.gov/SUCR/index.htm,http://www.inaturalist.org/observations?place_id=95329&subview=grid
Tallgrass Prairie National Preserve,TAPR,MWR,KS,38.45135719,-96.57387273,https://www.nps.gov/TAPR/index.htm,http://www.inaturalist.org/observations?place_id=95330&subview=grid
Theodore Roosevelt Island National Memorial,THIS,NCR,DC,38.89584149,-77.06241914,https://www.nps.gov/THIS/index.htm,http://www.inaturalist.org/observations?place_id=97442&subview=grid
Thaddeus Kosciuszko National Memorial,THKO,NER,PA,39.94345312,-75.14732045,https://www.nps.gov/THKO/index.htm,http://www.inaturalist.org/observations?place_id=95331&subview=grid
Theodore Roosevelt Birthplace National Historic Site,THRB,NER,NY,40.73859311,-73.98901268,https://www.nps.gov/THRB/index.htm,http://www.inaturalist.org/observations?place_id=95332&subview=grid
Theodore Roosevelt Inaugural National Historic Site,THRI,NER,NY,42.90146781,-78.87248411,https://www.nps.gov/THRI/index.htm,http://www.inaturalist.org/observations?place_id=95088&subview=grid
Theodore Roosevelt National Park,THRO,MWR,ND,46.95359206,-103.4592227,https://www.nps.gov/THRO/index.htm,http://www.inaturalist.org/observations?place_id=72793&subview=grid
Thomas Stone National Historic Site,THST,NER,MD,38.52934415,-77.0378129,https://www.nps.gov/THST/index.htm,http://www.inaturalist.org/observations?place_id=95128&subview=grid
Timpanogos Cave National Monument,TICA,IMR,UT,40.44039704,-111.7093944,https://www.nps.gov/TICA/index.htm,http://www.inaturalist.org/observations?place_id=95146&subview=grid
Timucuan Ecological and Historic Preserve,TIMU,SER,FL,30.43108984,-81.47140832,https://www.nps.gov/TIMU/index.htm,http://www.inaturalist.org/observations?place_id=95147&subview=grid
Tonto National Monument,TONT,IMR,AZ,33.64842885,-111.1135629,https://www.nps.gov/TONT/index.htm,http://www.inaturalist.org/observations?place_id=95162&subview=grid
Tuskegee Airmen National Historic Site,TUAI,SER,AL,32.45538667,-85.67983319,https://www.nps.gov/TUAI/index.htm,http://www.inaturalist.org/observations?place_id=95290&subview=grid
Tuskegee Institute National Historic Site,TUIN,SER,AL,32.42956952,-85.70430589,https://www.nps.gov/TUIN/index.htm,http://www.inaturalist.org/observations?place_id=95333&subview=grid
Tumacacori National Historical Park,TUMA,IMR,AZ,31.57283049,-111.047764,https://www.nps.gov/TUMA/index.htm,http://www.inaturalist.org/observations?place_id=95317&subview=grid
Tupelo National Battlefield,TUPE,SER,MS,34.25557705,-88.73708623,https://www.nps.gov/TUPE/index.htm,http://www.inaturalist.org/observations?place_id=95318&subview=grid
Tule Springs Fossil Beds National Monument,TUSK,PWR,NV,36.40602431,-115.3523139,https://www.nps.gov/TUSK/index.htm,http://www.inaturalist.org/observations?place_id=95334&subview=grid
Tuzigoot National Monument,TUZI,IMR,AZ,34.77296334,-112.027907,https://www.nps.gov/TUZI/index.htm,http://www.inaturalist.org/observations?place_id=95181&subview=grid
Ulysses S. Grant National Historic Site,ULSG,MWR,MO,38.55182373,-90.35169255,https://www.nps.gov/ULSG/index.htm,http://www.inaturalist.org/observations?place_id=95210&subview=grid
Upper Delaware Scenic and Recreational River,UPDE,NER,PA,41.5167673,-75.00963121,https://www.nps.gov/UPDE/index.htm,http://www.inaturalist.org/observations?place_id=95211&subview=grid
Valley Forge National Historical Park,VAFO,NER,PA,40.10061168,-75.44574105,https://www.nps.gov/VAFO/index.htm,http://www.inaturalist.org/observations?place_id=95335&subview=grid
World War II Valor in the Pacific National Monument,VALR,PWR,HI,21.36700014,-157.9385146,https://www.nps.gov/VALR/index.htm,http://www.inaturalist.org/observations?place_id=95340&subview=grid
Vanderbilt Mansion National Historic Site,VAMA,NER,NY,41.79660726,-73.94194571,https://www.nps.gov/VAMA/index.htm,
Vicksburg National Military Park,VICK,SER,LA,32.36451085,-90.84309724,https://www.nps.gov/VICK/index.htm,http://www.inaturalist.org/observations?place_id=95337&subview=grid
Virgin Islands Coral Reef National Monument,VICR,SER,VI,18.27350899,-64.70793993,https://www.nps.gov/VICR/index.htm,http://www.inaturalist.org/observations?place_id=95338&subview=grid
Virgin Islands National Park,VIIS,SER,VI,18.34279345,-64.74194397,https://www.nps.gov/VIIS/index.htm,http://www.inaturalist.org/observations?place_id=95336&subview=grid
Vietnam Veterans Memorial,VIVE,NCR,DC,38.89096297,-77.04765736,https://www.nps.gov/VIVE/index.htm,http://www.inaturalist.org/observations?place_id=97453&subview=grid
Voyageurs National Park,VOYA,MWR,MN,48.48327144,-92.83720626,https://www.nps.gov/VOYA/index.htm,http://www.inaturalist.org/observations?place_id=69101&subview=grid
Washita Battlefield National Historic Site,WABA,IMR,OK,35.62083955,-99.70445142,https://www.nps.gov/WABA/index.htm,http://www.inaturalist.org/observations?place_id=95339&subview=grid
Walnut Canyon National Monument,WACA,IMR,AZ,35.168228,-111.5024244,https://www.nps.gov/WACA/index.htm,http://www.inaturalist.org/observations?place_id=95341&subview=grid
Washington Monument,WAMO,NCR,DC,38.88865172,-77.03546584,https://www.nps.gov/WAMO/index.htm,http://www.inaturalist.org/observations?place_id=97454&subview=grid
War in the Pacific National Historical Park,WAPA,PWR,GU,13.39001068,144.6551139,https://www.nps.gov/WAPA/index.htm,http://www.inaturalist.org/observations?place_id=95342&subview=grid
Weir Farm National Historic Site,WEFA,NER,CT,41.25675816,-73.45648717,https://www.nps.gov/WEFA/index.htm,http://www.inaturalist.org/observations?place_id=72896&subview=grid
White House,WHHO,NCR,DC,38.89703998,-77.03655356,https://www.nps.gov/WHHO/index.htm,http://www.inaturalist.org/observations?place_id=97458&subview=grid
Whiskeytown-Shasta-Trinity National Recreation Area,WHIS,PWR,CA,40.6135802,-122.6022603,https://www.nps.gov/WHIS/index.htm,http://www.inaturalist.org/observations?place_id=4518&subview=grid
Whitman Mission National Historic Site,WHMI,PWR,WA,46.04265092,-118.4654876,https://www.nps.gov/WHMI/index.htm,http://www.inaturalist.org/observations?place_id=95343&subview=grid
White Sands National Monument,WHSA,IMR,NM,32.77908003,-106.3350855,https://www.nps.gov/WHSA/index.htm,http://www.inaturalist.org/observations?place_id=62621&subview=grid
Wind Cave National Park,WICA,MWR,SD,43.5802025,-103.4390924,https://www.nps.gov/WICA/index.htm,http://www.inaturalist.org/observations?place_id=72794&subview=grid
President William Jefferson Clinton Birthplace Home National Historic Site,WICL,MWR,AR,33.66761796,-93.5964128,https://www.nps.gov/WICL/index.htm,http://www.inaturalist.org/observations?place_id=95345&subview=grid
Wilson's Creek National Battlefield,WICR,MWR,MO,37.09998951,-93.40985161,https://www.nps.gov/WICR/index.htm,http://www.inaturalist.org/observations?place_id=95346&subview=grid
William Howard Taft National Historic Site,WIHO,MWR,OH,39.11970352,-84.50758951,https://www.nps.gov/WIHO/index.htm,http://www.inaturalist.org/observations?place_id=95347&subview=grid
Women's Rights National Historical Park,WORI,NER,NY,42.90262007,-76.84451357,https://www.nps.gov/WORI/index.htm,http://www.inaturalist.org/observations?place_id=95291&subview=grid
Wolf Trap Farm Park National Park,WOTR,NCR,VA,38.9379319,-77.26355408,https://www.nps.gov/WOTR/index.htm,http://www.inaturalist.org/observations?place_id=97455&subview=grid
Wright Brothers National Memorial,WRBR,SER,NC,36.01621134,-75.67022037,https://www.nps.gov/WRBR/index.htm,http://www.inaturalist.org/observations?place_id=95344&subview=grid
Wrangell-St. Elias National Park,WRST,AKR,AK,60.69186128,-142.1319886,https://www.nps.gov/WRST/index.htm,http://www.inaturalist.org/observations?place_id=72658&subview=grid
Wupatki National Monument,WUPA,IMR,AZ,35.56118273,-111.4036355,https://www.nps.gov/WUPA/index.htm,http://www.inaturalist.org/observations?place_id=95294&subview=grid
World War II Memorial,WWII,NCR,DC,38.88923917,-77.0403759,https://www.nps.gov/WWII/index.htm,http://www.inaturalist.org/observations?place_id=97470&subview=grid
Yellowstone National Park,YELL,IMR,WY,44.59644457,-110.5471962,https://www.nps.gov/YELL/index.htm,http://www.inaturalist.org/observations?place_id=10211&subview=grid
Yosemite National Park,YOSE,PWR,CA,37.84832509,-119.5569774,https://www.nps.gov/YOSE/index.htm,http://www.inaturalist.org/observations?place_id=68542&subview=grid
Yukon-Charley Rivers National Preserve,YUCH,AKR,AK,65.08978639,-142.7984276,https://www.nps.gov/YUCH/index.htm,http://www.inaturalist.org/observations?place_id=95348&subview=grid
Yucca House National Monument,YUHO,IMR,CO,37.24895444,-108.6859548,https://www.nps.gov/YUHO/index.htm,http://www.inaturalist.org/observations?place_id=95349&subview=grid
Zion National Park,ZION,IMR,UT,37.29823699,-113.026442,https://www.nps.gov/ZION/index.htm,http://www.inaturalist.org/observations?place_id=50634&subview=grid
